borough,demo,table,name,label,value,percentage,concept
Staten Island,Total Population,B01003,B01003_001,TotalPopulation,474893,1,TOTAL POPULATION
Staten Island,Race,B03002,B03002_001,Race,474893,1,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_002,Race_Not_Hispanic_Or_Latino,387317,0.8156,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_003,Race_Not_Hispanic_Or_Latino_White_Alone,289751,0.6101,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_004,Race_Not_Hispanic_Or_Latino_Black_Or_African_American_Alone,44472,0.0936,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_005,Race_Not_Hispanic_Or_Latino_American_Indian_And_Alaska_Native_Alone,474,0.001,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_006,Race_Not_Hispanic_Or_Latino_Asian_Alone,43779,0.0922,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_007,Race_Not_Hispanic_Or_Latino_Native_Hawaiian_And_Other_Pacific_Islander_Alone,126,3e-4,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_008,Race_Not_Hispanic_Or_Latino_Some_Other_Race_Alone,1080,0.0023,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_009,Race_Not_Hispanic_Or_Latino_Two_Or_More_Races,7635,0.0161,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_010,Race_Not_Hispanic_Or_Latino_Two_Or_More_Races_Two_Races_Including_Some_Other_Race,846,0.0018,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_011,Race_Not_Hispanic_Or_Latino_Two_Or_More_Races_Two_Races_Excluding_Some_Other_Race_And_Three_Or_More_Races,6789,0.0143,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_012,Race_Hispanic_Or_Latino,87576,0.1844,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_013,Race_Hispanic_Or_Latino_White_Alone,62283,0.1312,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_014,Race_Hispanic_Or_Latino_Black_Or_African_American_Alone,4486,0.0094,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_015,Race_Hispanic_Or_Latino_American_Indian_And_Alaska_Native_Alone,552,0.0012,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_016,Race_Hispanic_Or_Latino_Asian_Alone,467,0.001,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_017,Race_Hispanic_Or_Latino_Native_Hawaiian_And_Other_Pacific_Islander_Alone,93,2e-4,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_018,Race_Hispanic_Or_Latino_Some_Other_Race_Alone,16468,0.0347,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_019,Race_Hispanic_Or_Latino_Two_Or_More_Races,3227,0.0068,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_020,Race_Hispanic_Or_Latino_Two_Or_More_Races_Two_Races_Including_Some_Other_Race,1266,0.0027,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Race,B03002,B03002_021,Race_Hispanic_Or_Latino_Two_Or_More_Races_Two_Races_Excluding_Some_Other_Race_And_Three_Or_More_Races,1961,0.0041,HISPANIC OR LATINO ORIGIN BY RACE
Staten Island,Household Type,B11001,B11001_001,HouseholdType,166246,1,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
Staten Island,Household Type,B11001,B11001_002,HouseholdType_Family_Households,122875,0.7391,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
Staten Island,Household Type,B11001,B11001_003,HouseholdType_Family_Households_Married_Couple_Family,91552,0.5507,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
Staten Island,Household Type,B11001,B11001_004,HouseholdType_Family_Households_Other_Family,31323,0.1884,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
Staten Island,Household Type,B11001,B11001_005,HouseholdType_Family_Households_Other_Family_Male_Householder_No_Spouse_Present,7821,0.047,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
Staten Island,Household Type,B11001,B11001_006,HouseholdType_Family_Households_Other_Family_Female_Householder_No_Spouse_Present,23502,0.1414,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
Staten Island,Household Type,B11001,B11001_007,HouseholdType_Nonfamily_Households,43371,0.2609,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
Staten Island,Household Type,B11001,B11001_008,HouseholdType_Nonfamily_Households_Householder_Living_Alone,37773,0.2272,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
Staten Island,Household Type,B11001,B11001_009,HouseholdType_Nonfamily_Households_Householder_Not_Living_Alone,5598,0.0337,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)
Staten Island,Marital Status,B12001,B12001_001,MaritalStatus,389229,1,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_002,MaritalStatus_Male,186176,0.4783,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_003,MaritalStatus_Male_Never_Married,64593,0.166,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_004,MaritalStatus_Male_Now_Married,105848,0.2719,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_005,MaritalStatus_Male_Now_Married_Married_Spouse_Present,97016,0.2493,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_006,MaritalStatus_Male_Now_Married_Married_Spouse_Absent,8832,0.0227,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_007,MaritalStatus_Male_Now_Married_Married_Spouse_Absent_Separated,2351,0.006,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_008,MaritalStatus_Male_Now_Married_Married_Spouse_Absent_Other,6481,0.0167,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_009,MaritalStatus_Male_Widowed,5124,0.0132,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_010,MaritalStatus_Male_Divorced,10611,0.0273,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_011,MaritalStatus_Female,203053,0.5217,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_012,MaritalStatus_Female_Never_Married,63040,0.162,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_013,MaritalStatus_Female_Now_Married,103915,0.267,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_014,MaritalStatus_Female_Now_Married_Married_Spouse_Present,94208,0.242,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_015,MaritalStatus_Female_Now_Married_Married_Spouse_Absent,9707,0.0249,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_016,MaritalStatus_Female_Now_Married_Married_Spouse_Absent_Separated,4525,0.0116,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_017,MaritalStatus_Female_Now_Married_Married_Spouse_Absent_Other,5182,0.0133,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_018,MaritalStatus_Female_Widowed,19265,0.0495,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Marital Status,B12001,B12001_019,MaritalStatus_Female_Divorced,16833,0.0432,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER
Staten Island,Education,B15003,B15003_001,Education,330661,1,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_002,Education_No_Schooling_Completed,5474,0.0166,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_003,Education_Nursery_School,123,4e-4,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_004,Education_Kindergarten,161,5e-4,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_005,Education_1st_Grade,223,7e-4,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_006,Education_2nd_Grade,337,0.001,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_007,Education_3rd_Grade,569,0.0017,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_008,Education_4th_Grade,772,0.0023,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_009,Education_5th_Grade,1400,0.0042,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_010,Education_6th_Grade,2410,0.0073,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_011,Education_7th_Grade,1575,0.0048,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_012,Education_8th_Grade,3103,0.0094,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_013,Education_9th_Grade,3252,0.0098,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_014,Education_10th_Grade,4523,0.0137,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_015,Education_11th_Grade,5327,0.0161,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_016,Education_12th_Grade_No_Diploma,7958,0.0241,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_017,Education_Regular_High_School_Diploma,84931,0.2569,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_018,Education_Ged_Or_Alternative_Credential,15521,0.0469,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_019,Education_Some_College_Less_Than_1_Year,18106,0.0548,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_020,Education_Some_College_1_Or_More_Years_No_Degree,38624,0.1168,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_021,Education_Associates_Degree,24296,0.0735,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_022,Education_Bachelors_Degree,66632,0.2015,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_023,Education_Masters_Degree,34707,0.105,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_024,Education_Professional_School_Degree,7630,0.0231,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Education,B15003,B15003_025,Education_Doctorate_Degree,3007,0.0091,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
Staten Island,Language,B16001,B16001_001,Language,444634,1,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_002,Language_Speak_Only_English,309316,0.6957,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_003,Language_Spanish_Or_Spanish_Creole,46429,0.1044,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_004,Language_Spanish_Or_Spanish_Creole_Speak_English_Very_Well,30286,0.0681,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_005,Language_Spanish_Or_Spanish_Creole_Speak_English_Less_Than_Very_Well,16143,0.0363,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_006,Language_French_Incl._Patois_Cajun,1697,0.0038,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_007,Language_French_Incl._Patois_Cajun_Speak_English_Very_Well,1399,0.0031,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_008,Language_French_Incl._Patois_Cajun_Speak_English_Less_Than_Very_Well,298,7e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_009,Language_French_Creole,807,0.0018,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_010,Language_French_Creole_Speak_English_Very_Well,539,0.0012,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_011,Language_French_Creole_Speak_English_Less_Than_Very_Well,268,6e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_012,Language_Italian,11358,0.0255,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_013,Language_Italian_Speak_English_Very_Well,7549,0.017,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_014,Language_Italian_Speak_English_Less_Than_Very_Well,3809,0.0086,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_015,Language_Portuguese_Or_Portuguese_Creole,229,5e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_016,Language_Portuguese_Or_Portuguese_Creole_Speak_English_Very_Well,120,3e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_017,Language_Portuguese_Or_Portuguese_Creole_Speak_English_Less_Than_Very_Well,109,2e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_018,Language_German,609,0.0014,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_019,Language_German_Speak_English_Very_Well,530,0.0012,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_020,Language_German_Speak_English_Less_Than_Very_Well,79,2e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_021,Language_Yiddish,206,5e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_022,Language_Yiddish_Speak_English_Very_Well,183,4e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_023,Language_Yiddish_Speak_English_Less_Than_Very_Well,23,1e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_024,Language_Other_West_Germanic_Languages,50,1e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_025,Language_Other_West_Germanic_Languages_Speak_English_Very_Well,50,1e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_026,Language_Other_West_Germanic_Languages_Speak_English_Less_Than_Very_Well,0,0,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_027,Language_Scandinavian_Languages,135,3e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_028,Language_Scandinavian_Languages_Speak_English_Very_Well,89,2e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_029,Language_Scandinavian_Languages_Speak_English_Less_Than_Very_Well,46,1e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_030,Language_Greek,1550,0.0035,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_031,Language_Greek_Speak_English_Very_Well,1103,0.0025,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_032,Language_Greek_Speak_English_Less_Than_Very_Well,447,0.001,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_033,Language_Russian,15392,0.0346,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_034,Language_Russian_Speak_English_Very_Well,9344,0.021,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_035,Language_Russian_Speak_English_Less_Than_Very_Well,6048,0.0136,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_036,Language_Polish,4554,0.0102,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_037,Language_Polish_Speak_English_Very_Well,2861,0.0064,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_038,Language_Polish_Speak_English_Less_Than_Very_Well,1693,0.0038,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_039,Language_Serbo_Croatian,1121,0.0025,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_040,Language_Serbo_Croatian_Speak_English_Very_Well,868,0.002,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_041,Language_Serbo_Croatian_Speak_English_Less_Than_Very_Well,253,6e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_042,Language_Other_Slavic_Languages,1849,0.0042,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_043,Language_Other_Slavic_Languages_Speak_English_Very_Well,1081,0.0024,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_044,Language_Other_Slavic_Languages_Speak_English_Less_Than_Very_Well,768,0.0017,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_045,Language_Armenian,0,0,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_046,Language_Armenian_Speak_English_Very_Well,0,0,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_047,Language_Armenian_Speak_English_Less_Than_Very_Well,0,0,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_048,Language_Persian,210,5e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_049,Language_Persian_Speak_English_Very_Well,145,3e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_050,Language_Persian_Speak_English_Less_Than_Very_Well,65,1e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_051,Language_Gujarati,631,0.0014,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_052,Language_Gujarati_Speak_English_Very_Well,413,9e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_053,Language_Gujarati_Speak_English_Less_Than_Very_Well,218,5e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_054,Language_Hindi,1575,0.0035,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_055,Language_Hindi_Speak_English_Very_Well,1260,0.0028,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_056,Language_Hindi_Speak_English_Less_Than_Very_Well,315,7e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_057,Language_Urdu,2900,0.0065,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_058,Language_Urdu_Speak_English_Very_Well,2280,0.0051,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_059,Language_Urdu_Speak_English_Less_Than_Very_Well,620,0.0014,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_060,Language_Other_Indic_Languages,2977,0.0067,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_061,Language_Other_Indic_Languages_Speak_English_Very_Well,1965,0.0044,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_062,Language_Other_Indic_Languages_Speak_English_Less_Than_Very_Well,1012,0.0023,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_063,Language_Other_Indo_European_Languages,7372,0.0166,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_064,Language_Other_Indo_European_Languages_Speak_English_Very_Well,4972,0.0112,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_065,Language_Other_Indo_European_Languages_Speak_English_Less_Than_Very_Well,2400,0.0054,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_066,Language_Chinese,11482,0.0258,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_067,Language_Chinese_Speak_English_Very_Well,4799,0.0108,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_068,Language_Chinese_Speak_English_Less_Than_Very_Well,6683,0.015,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_069,Language_Japanese,283,6e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_070,Language_Japanese_Speak_English_Very_Well,234,5e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_071,Language_Japanese_Speak_English_Less_Than_Very_Well,49,1e-4,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
Staten Island,Language,B16001,B16001_072,Language_Korean,3348,0.0075,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
